Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,
7285,11-07-2022 04:00,07-08-2022 16:00,09-07-2022 13:02,Patna,473,HOMICIDE,43,F,Firearm,Other Crime,18,No,,
7286,11-07-2022 04:00,07-10-2022 05:00,10-07-2022 12:14,Hyderabad,514,ASSAULT,11,F,Knife,Violent Crime,11,Yes,02-09-2022 04:00,53
7287,11-07-2022 06:00,07-08-2022 22:00,09-07-2022 08:18,Delhi,306,FRAUD,16,M,Blunt Object,Other Crime,10,No,,
7288,11-07-2022 11:00,07-10-2022 07:00,11-07-2022 00:58,Nagpur,143,COUNTERFEITING,71,F,Explosives,Other Crime,16,Yes,05-08-2022 11:00,25
7289,11-07-2022 12:00,07-10-2022 20:00,11-07-2022 18:49,Delhi,361,CYBERCRIME,49,F,Knife,Other Crime,13,No,,
7290,11-07-2022 13:00,07-09-2022 12:00,09-07-2022 22:08,Agra,310,SHOPLIFTING,68,M,Firearm,Other Crime,8,No,,
7291,11-07-2022 13:00,07-08-2022 14:00,09-07-2022 04:22,Delhi,518,CYBERCRIME,58,F,Poison,Other Crime,12,No,,
7292,11-07-2022 15:00,07-10-2022 23:00,11-07-2022 00:51,Kolkata,480,SHOPLIFTING,78,M,Poison,Other Crime,12,No,,
7293,11-07-2022 16:00,07-11-2022 15:00,11-07-2022 22:05,Kolkata,505,BURGLARY,10,F,Firearm,Other Crime,6,Yes,18-11-2022 16:00,130
7294,11-07-2022 18:00,07-10-2022 17:00,11-07-2022 12:53,Delhi,551,EXTORTION,39,F,Firearm,Other Crime,19,No,,
7295,11-07-2022 18:00,07-10-2022 22:00,11-07-2022 00:22,Delhi,419,CYBERCRIME,71,F,Firearm,Other Crime,17,Yes,15-09-2022 18:00,66
7296,11-07-2022 20:00,07-10-2022 10:00,10-07-2022 16:48,Ghaziabad,230,ROBBERY,34,F,Firearm,Violent Crime,9,Yes,05-10-2022 20:00,86
7297,11-07-2022 21:00,07-10-2022 12:00,10-07-2022 22:04,Kolkata,382,FIREARM OFFENSE,67,M,None,Fire Accident,4,No,,
7298,11-07-2022 21:00,07-10-2022 08:00,10-07-2022 15:16,Chennai,325,ROBBERY,24,F,Firearm,Violent Crime,4,Yes,29-12-2022 21:00,171
7299,11-07-2022 22:00,07-10-2022 04:00,10-07-2022 23:31,Kanpur,215,FRAUD,26,M,Explosives,Other Crime,18,No,,
7300,12-07-2022 00:00,07-10-2022 11:00,10-07-2022 18:40,Mumbai,586,ROBBERY,61,F,Knife,Violent Crime,11,No,,
7301,12-07-2022 00:00,07-10-2022 19:00,11-07-2022 03:59,Kolkata,119,ASSAULT,43,F,Firearm,Violent Crime,13,No,,
7302,12-07-2022 01:00,07-10-2022 18:00,11-07-2022 03:20,Delhi,513,ILLEGAL POSSESSION,35,M,Poison,Other Crime,10,Yes,27-09-2022 01:00,77
7303,12-07-2022 02:00,07-10-2022 06:00,10-07-2022 08:26,Jaipur,310,FRAUD,33,M,Firearm,Other Crime,13,Yes,08-08-2022 02:00,27
7304,12-07-2022 02:00,07-11-2022 02:00,12-07-2022 01:00,Bangalore,342,BURGLARY,34,F,Explosives,Other Crime,13,No,,
7305,12-07-2022 03:00,07-11-2022 08:00,11-07-2022 08:33,Nagpur,445,ILLEGAL POSSESSION,55,M,Firearm,Other Crime,19,Yes,23-07-2022 03:00,11
7306,12-07-2022 05:00,07-09-2022 10:00,09-07-2022 10:37,Mumbai,539,COUNTERFEITING,29,F,Blunt Object,Other Crime,13,Yes,17-09-2022 05:00,67
7307,12-07-2022 06:00,07-12-2022 05:00,12-07-2022 21:09,Nagpur,451,ILLEGAL POSSESSION,75,M,Firearm,Other Crime,11,Yes,22-07-2022 06:00,10
7308,12-07-2022 09:00,07-11-2022 12:00,11-07-2022 18:35,Ahmedabad,502,IDENTITY THEFT,27,M,None,Violent Crime,11,Yes,27-09-2022 09:00,77
7309,12-07-2022 10:00,07-11-2022 07:00,11-07-2022 07:57,Pune,146,IDENTITY THEFT,48,M,Blunt Object,Violent Crime,5,No,,
7310,12-07-2022 13:00,07-11-2022 18:00,12-07-2022 03:45,Jaipur,581,PUBLIC INTOXICATION,58,F,Explosives,Other Crime,17,Yes,28-07-2022 13:00,16
7311,12-07-2022 15:00,07-12-2022 12:00,12-07-2022 20:53,Chennai,519,KIDNAPPING,23,F,Poison,Other Crime,17,No,,
7312,12-07-2022 17:00,07-12-2022 02:00,12-07-2022 14:26,Jaipur,131,ROBBERY,21,F,Firearm,Violent Crime,9,No,,
7313,12-07-2022 17:00,07-09-2022 22:00,10-07-2022 03:48,Indore,563,ASSAULT,63,F,Knife,Violent Crime,13,Yes,04-10-2022 17:00,84
7314,12-07-2022 18:00,07-10-2022 09:00,10-07-2022 16:25,Nagpur,185,EXTORTION,11,F,Knife,Other Crime,16,Yes,20-09-2022 18:00,70
7315,12-07-2022 23:00,07-12-2022 20:00,13-07-2022 01:09,Hyderabad,258,ASSAULT,15,F,Knife,Violent Crime,15,No,,
7316,12-07-2022 23:00,07-11-2022 16:00,12-07-2022 03:51,Hyderabad,248,ASSAULT,16,F,Knife,Violent Crime,8,Yes,23-09-2022 23:00,73
7317,13-07-2022 00:00,07-10-2022 03:00,10-07-2022 19:09,Kalyan,558,TRAFFIC VIOLATION,13,F,Poison,Traffic Fatality,1,Yes,23-07-2022 00:00,10
7318,13-07-2022 05:00,07-11-2022 01:00,11-07-2022 04:12,Visakhapatnam,225,SHOPLIFTING,18,F,Firearm,Other Crime,9,Yes,26-09-2022 05:00,75
7319,13-07-2022 06:00,07-11-2022 09:00,11-07-2022 21:24,Chennai,137,VEHICLE - STOLEN,51,F,Firearm,Violent Crime,16,No,,
7320,13-07-2022 08:00,07-12-2022 15:00,13-07-2022 12:59,Indore,520,VANDALISM,79,M,Knife,Other Crime,8,Yes,01-09-2022 08:00,50
7321,13-07-2022 09:00,07-11-2022 03:00,11-07-2022 06:12,Nagpur,374,PUBLIC INTOXICATION,67,M,Firearm,Other Crime,11,No,,
7322,13-07-2022 09:00,07-11-2022 20:00,12-07-2022 01:51,Pune,562,DOMESTIC VIOLENCE,31,F,Explosives,Violent Crime,3,No,,
7323,13-07-2022 09:00,07-11-2022 10:00,11-07-2022 16:57,Hyderabad,274,ROBBERY,50,M,Poison,Violent Crime,4,No,,
7324,13-07-2022 14:00,07-12-2022 17:00,13-07-2022 04:12,Chennai,122,BURGLARY,17,M,Firearm,Other Crime,9,No,,
7325,13-07-2022 15:00,07-11-2022 05:00,11-07-2022 16:40,Kolkata,541,TRAFFIC VIOLATION,65,F,Blunt Object,Traffic Fatality,8,Yes,15-07-2022 15:00,2
7326,13-07-2022 15:00,07-12-2022 18:00,13-07-2022 12:48,Bangalore,220,VANDALISM,60,F,None,Other Crime,12,Yes,28-07-2022 15:00,15
7327,13-07-2022 19:00,07-12-2022 13:00,13-07-2022 06:49,Chennai,480,BURGLARY,46,M,Explosives,Other Crime,16,No,,
7328,13-07-2022 19:00,07-12-2022 14:00,12-07-2022 15:45,Hyderabad,206,FIREARM OFFENSE,61,F,Explosives,Fire Accident,1,No,,
7329,13-07-2022 20:00,07-13-2022 07:00,13-07-2022 16:31,Rajkot,224,KIDNAPPING,48,F,Blunt Object,Other Crime,2,No,,
7330,13-07-2022 21:00,07-12-2022 01:00,12-07-2022 20:30,Vasai,367,CYBERCRIME,20,F,Knife,Other Crime,3,No,,
7331,13-07-2022 22:00,07-11-2022 00:00,11-07-2022 11:34,Bangalore,410,ILLEGAL POSSESSION,47,F,Blunt Object,Other Crime,18,No,,
7332,13-07-2022 22:00,07-11-2022 17:00,11-07-2022 23:31,Jaipur,531,SEXUAL ASSAULT,59,F,Explosives,Violent Crime,6,No,,
7333,14-07-2022 01:00,07-13-2022 00:00,13-07-2022 17:59,Chennai,501,ROBBERY,67,F,Explosives,Violent Crime,1,Yes,19-12-2022 01:00,158
7334,14-07-2022 02:00,07-13-2022 10:00,14-07-2022 04:55,Bangalore,219,ARSON,28,F,Blunt Object,Fire Accident,5,Yes,05-08-2022 02:00,22
7335,14-07-2022 03:00,07-12-2022 04:00,12-07-2022 22:21,Patna,579,TRAFFIC VIOLATION,71,F,Knife,Traffic Fatality,2,Yes,12-08-2022 03:00,29
7336,14-07-2022 04:00,07-13-2022 21:00,14-07-2022 10:25,Bangalore,469,FRAUD,13,F,Explosives,Other Crime,16,No,,
7337,14-07-2022 08:00,07-11-2022 19:00,12-07-2022 09:50,Bangalore,575,KIDNAPPING,54,F,Knife,Other Crime,15,No,,
7338,14-07-2022 09:00,07-12-2022 08:00,12-07-2022 12:43,Surat,305,EXTORTION,61,F,None,Other Crime,15,No,,
7339,14-07-2022 09:00,07-12-2022 10:00,12-07-2022 14:31,Kolkata,294,DRUG OFFENSE,53,F,None,Other Crime,1,No,,
7340,14-07-2022 11:00,07-13-2022 20:00,13-07-2022 20:25,Kanpur,333,HOMICIDE,14,F,Firearm,Other Crime,11,Yes,11-10-2023 11:00,454
7341,14-07-2022 12:00,07-13-2022 17:00,13-07-2022 21:35,Srinagar,518,DRUG OFFENSE,22,F,Poison,Other Crime,13,Yes,26-09-2022 12:00,74
7342,14-07-2022 17:00,07-13-2022 01:00,13-07-2022 03:21,Delhi,169,ASSAULT,57,F,Explosives,Violent Crime,15,No,,
7343,14-07-2022 19:00,07-11-2022 22:00,12-07-2022 12:48,Delhi,305,TRAFFIC VIOLATION,69,F,Firearm,Traffic Fatality,13,Yes,10-08-2022 19:00,27
7344,14-07-2022 20:00,07-12-2022 11:00,12-07-2022 18:41,Nashik,297,KIDNAPPING,70,M,None,Other Crime,7,Yes,28-08-2022 20:00,45
7345,14-07-2022 21:00,07-14-2022 07:00,15-07-2022 04:38,Pune,251,HOMICIDE,25,M,Firearm,Other Crime,17,No,,
7346,14-07-2022 21:00,07-12-2022 00:00,12-07-2022 05:45,Ahmedabad,479,CYBERCRIME,50,F,Knife,Other Crime,3,Yes,28-09-2022 21:00,76
7347,14-07-2022 21:00,07-12-2022 09:00,12-07-2022 18:33,Nashik,432,KIDNAPPING,17,M,None,Other Crime,10,No,,
7348,14-07-2022 22:00,07-14-2022 04:00,14-07-2022 14:40,Bangalore,439,SEXUAL ASSAULT,29,M,Knife,Violent Crime,18,Yes,30-05-2024 22:00,686
7349,15-07-2022 02:00,07-12-2022 22:00,13-07-2022 20:22,Lucknow,117,VEHICLE - STOLEN,15,F,Firearm,Violent Crime,17,Yes,18-09-2022 02:00,65
7350,15-07-2022 02:00,07-13-2022 13:00,13-07-2022 21:16,Bangalore,154,VANDALISM,53,M,Blunt Object,Other Crime,12,No,,
7351,15-07-2022 03:00,07-14-2022 06:00,14-07-2022 12:14,Hyderabad,152,ROBBERY,24,F,Poison,Violent Crime,15,No,,
7352,15-07-2022 03:00,07-14-2022 01:00,14-07-2022 19:55,Mumbai,509,COUNTERFEITING,53,F,Poison,Other Crime,18,Yes,21-09-2022 03:00,68
7353,15-07-2022 05:00,07-13-2022 05:00,13-07-2022 10:15,Mumbai,132,FRAUD,14,F,Blunt Object,Other Crime,8,No,,
7354,15-07-2022 07:00,07-13-2022 09:00,13-07-2022 12:32,Mumbai,468,IDENTITY THEFT,17,M,None,Violent Crime,7,No,,
7355,15-07-2022 14:00,07-13-2022 22:00,14-07-2022 00:07,Lucknow,471,EXTORTION,50,F,Knife,Other Crime,1,Yes,02-08-2022 14:00,18
7356,15-07-2022 15:00,07-14-2022 19:00,15-07-2022 00:43,Indore,263,PUBLIC INTOXICATION,49,F,Firearm,Other Crime,18,Yes,27-07-2022 15:00,12
7357,15-07-2022 17:00,07-15-2022 08:00,15-07-2022 08:31,Bangalore,569,ASSAULT,39,M,Poison,Violent Crime,8,Yes,07-08-2022 17:00,23
7358,15-07-2022 18:00,07-13-2022 11:00,13-07-2022 22:02,Delhi,162,EXTORTION,31,F,Blunt Object,Other Crime,6,No,,
7359,15-07-2022 20:00,07-13-2022 14:00,14-07-2022 12:36,Hyderabad,473,ILLEGAL POSSESSION,38,F,Blunt Object,Other Crime,16,No,,
7360,16-07-2022 07:00,07-13-2022 08:00,14-07-2022 00:05,Mumbai,216,BURGLARY,30,M,Firearm,Other Crime,14,Yes,01-11-2022 07:00,108
7361,16-07-2022 08:00,07-15-2022 06:00,15-07-2022 18:40,Bhopal,197,CYBERCRIME,77,F,None,Other Crime,13,No,,
7362,16-07-2022 09:00,07-14-2022 21:00,15-07-2022 04:17,Ghaziabad,429,ROBBERY,60,F,Explosives,Violent Crime,7,No,,
7363,16-07-2022 09:00,07-14-2022 03:00,14-07-2022 21:25,Hyderabad,244,VEHICLE - STOLEN,40,M,Explosives,Violent Crime,11,Yes,11-09-2022 09:00,57
7364,16-07-2022 11:00,07-16-2022 04:00,16-07-2022 18:03,Ghaziabad,457,ARSON,52,F,Firearm,Fire Accident,10,Yes,31-07-2022 11:00,15
7365,16-07-2022 11:00,07-14-2022 23:00,15-07-2022 05:05,Ghaziabad,116,EXTORTION,54,F,None,Other Crime,2,No,,
7366,16-07-2022 13:00,07-14-2022 13:00,15-07-2022 08:59,Mumbai,383,ILLEGAL POSSESSION,39,F,Firearm,Other Crime,12,Yes,29-09-2022 13:00,75
7367,16-07-2022 13:00,07-14-2022 20:00,15-07-2022 17:39,Chennai,485,CYBERCRIME,78,F,Firearm,Other Crime,17,No,,
7368,16-07-2022 17:00,07-15-2022 23:00,16-07-2022 19:44,Ghaziabad,211,KIDNAPPING,76,M,Firearm,Other Crime,7,Yes,03-10-2022 17:00,79
7369,16-07-2022 17:00,07-14-2022 17:00,15-07-2022 00:20,Kolkata,464,SHOPLIFTING,72,F,Poison,Other Crime,13,No,,
7370,16-07-2022 19:00,07-14-2022 15:00,15-07-2022 01:53,Hyderabad,261,ASSAULT,20,F,Poison,Violent Crime,4,No,,
7371,16-07-2022 21:00,07-14-2022 14:00,14-07-2022 22:50,Ahmedabad,591,VANDALISM,69,F,Explosives,Other Crime,18,Yes,29-08-2022 21:00,44
7372,16-07-2022 23:00,07-15-2022 11:00,16-07-2022 06:55,Pune,531,IDENTITY THEFT,69,M,Firearm,Violent Crime,13,No,,
7373,16-07-2022 23:00,07-16-2022 01:00,16-07-2022 18:01,Bangalore,175,EXTORTION,31,F,Blunt Object,Other Crime,19,Yes,08-10-2022 23:00,84
7374,16-07-2022 23:00,07-16-2022 07:00,16-07-2022 12:04,Lucknow,531,FRAUD,43,M,Firearm,Other Crime,6,No,,
7375,17-07-2022 01:00,07-15-2022 03:00,15-07-2022 05:09,Bangalore,373,VEHICLE - STOLEN,32,M,Explosives,Violent Crime,11,No,,
7376,17-07-2022 01:00,07-14-2022 18:00,15-07-2022 08:24,Chennai,108,PUBLIC INTOXICATION,31,F,Poison,Other Crime,6,No,,
7377,17-07-2022 02:00,07-15-2022 17:00,16-07-2022 03:08,Surat,400,ASSAULT,70,M,Blunt Object,Violent Crime,19,No,,
7378,17-07-2022 03:00,07-14-2022 12:00,14-07-2022 12:59,Bangalore,432,ILLEGAL POSSESSION,47,F,Knife,Other Crime,17,Yes,05-08-2022 03:00,19
7379,17-07-2022 11:00,07-15-2022 19:00,16-07-2022 12:41,Kolkata,235,VANDALISM,68,M,Firearm,Other Crime,10,Yes,02-08-2022 11:00,16
7380,17-07-2022 14:00,07-17-2022 02:00,17-07-2022 18:43,Ahmedabad,308,TRAFFIC VIOLATION,77,M,Blunt Object,Traffic Fatality,4,No,,
7381,17-07-2022 16:00,07-15-2022 07:00,15-07-2022 13:17,Pune,592,SEXUAL ASSAULT,51,M,Blunt Object,Violent Crime,6,Yes,10-06-2024 16:00,694
7382,17-07-2022 16:00,07-17-2022 13:00,18-07-2022 00:00,Delhi,248,FIREARM OFFENSE,73,F,Explosives,Fire Accident,1,Yes,09-08-2022 16:00,23
7383,17-07-2022 18:00,07-15-2022 05:00,15-07-2022 11:38,Delhi,175,SHOPLIFTING,51,M,Poison,Other Crime,11,Yes,13-09-2022 18:00,58
7384,17-07-2022 19:00,07-16-2022 15:00,17-07-2022 08:30,Jaipur,568,FIREARM OFFENSE,39,F,None,Fire Accident,11,No,,
7385,17-07-2022 21:00,07-15-2022 12:00,16-07-2022 04:11,Delhi,383,ASSAULT,24,F,Knife,Violent Crime,9,No,,
7386,17-07-2022 21:00,07-15-2022 09:00,15-07-2022 18:12,Kolkata,169,CYBERCRIME,60,M,Explosives,Other Crime,1,No,,
7387,18-07-2022 03:00,07-17-2022 06:00,17-07-2022 23:02,Ahmedabad,313,ILLEGAL POSSESSION,16,M,None,Other Crime,19,Yes,08-10-2022 03:00,82
7388,18-07-2022 03:00,07-15-2022 22:00,15-07-2022 23:39,Vasai,438,FRAUD,34,F,None,Other Crime,7,Yes,15-08-2022 03:00,28
7389,18-07-2022 08:00,07-15-2022 10:00,15-07-2022 10:55,Pune,371,SEXUAL ASSAULT,10,F,Firearm,Violent Crime,7,No,,
7390,18-07-2022 10:00,07-15-2022 21:00,16-07-2022 09:50,Patna,159,SEXUAL ASSAULT,20,F,Firearm,Violent Crime,16,No,,
7391,18-07-2022 10:00,07-18-2022 04:00,18-07-2022 20:18,Chennai,567,COUNTERFEITING,31,M,Blunt Object,Other Crime,3,Yes,03-09-2022 10:00,47
7392,18-07-2022 11:00,07-15-2022 16:00,16-07-2022 09:26,Mumbai,101,TRAFFIC VIOLATION,25,F,Blunt Object,Traffic Fatality,17,No,,
7393,18-07-2022 13:00,07-16-2022 05:00,16-07-2022 10:54,Pune,466,ROBBERY,13,M,Firearm,Violent Crime,3,Yes,17-08-2022 13:00,30
7394,18-07-2022 15:00,07-16-2022 22:00,17-07-2022 21:08,Chennai,274,KIDNAPPING,79,F,Firearm,Other Crime,18,Yes,11-09-2022 15:00,55
7395,18-07-2022 16:00,07-18-2022 02:00,18-07-2022 12:31,Thane,221,COUNTERFEITING,51,M,Firearm,Other Crime,18,Yes,18-09-2022 16:00,62
7396,18-07-2022 17:00,07-16-2022 00:00,16-07-2022 16:58,Agra,595,TRAFFIC VIOLATION,20,M,Poison,Traffic Fatality,12,Yes,30-07-2022 17:00,12
7397,18-07-2022 17:00,07-17-2022 03:00,17-07-2022 09:39,Kanpur,557,DOMESTIC VIOLENCE,77,F,Poison,Violent Crime,11,Yes,22-08-2022 17:00,35
7398,18-07-2022 19:00,07-18-2022 07:00,19-07-2022 06:18,Thane,415,DOMESTIC VIOLENCE,56,M,None,Violent Crime,13,Yes,14-10-2022 19:00,88
7399,18-07-2022 19:00,07-17-2022 07:00,17-07-2022 08:00,Lucknow,235,EXTORTION,36,F,Blunt Object,Other Crime,13,Yes,17-09-2022 19:00,61
7400,18-07-2022 23:00,07-17-2022 18:00,18-07-2022 09:30,Nagpur,247,ILLEGAL POSSESSION,73,M,Firearm,Other Crime,6,Yes,14-09-2022 23:00,58
7401,19-07-2022 01:00,07-16-2022 10:00,16-07-2022 10:50,Hyderabad,171,FRAUD,70,F,Firearm,Other Crime,6,No,,
7402,19-07-2022 01:00,07-18-2022 03:00,18-07-2022 15:48,Bangalore,530,HOMICIDE,37,F,Explosives,Other Crime,18,Yes,01-11-2023 01:00,470
7403,19-07-2022 02:00,07-18-2022 20:00,19-07-2022 12:38,Mumbai,555,CYBERCRIME,35,F,Firearm,Other Crime,4,No,,
7404,19-07-2022 08:00,07-18-2022 14:00,18-07-2022 22:08,Ghaziabad,495,SHOPLIFTING,69,M,Explosives,Other Crime,18,No,,
7405,19-07-2022 09:00,07-18-2022 05:00,18-07-2022 07:24,Delhi,212,PUBLIC INTOXICATION,17,F,None,Other Crime,9,Yes,24-07-2022 09:00,5
7406,19-07-2022 10:00,07-18-2022 06:00,18-07-2022 09:53,Kolkata,416,ROBBERY,32,F,Explosives,Violent Crime,4,Yes,11-01-2023 10:00,176
7407,19-07-2022 10:00,07-16-2022 20:00,17-07-2022 18:05,Mumbai,514,KIDNAPPING,29,M,Knife,Other Crime,6,Yes,09-08-2022 10:00,21
7408,19-07-2022 11:00,07-18-2022 17:00,18-07-2022 20:14,Delhi,512,ILLEGAL POSSESSION,16,F,Blunt Object,Other Crime,1,No,,
7409,19-07-2022 11:00,07-16-2022 12:00,16-07-2022 23:17,Lucknow,451,FIREARM OFFENSE,45,F,Poison,Fire Accident,6,No,,
7410,19-07-2022 12:00,07-17-2022 12:00,18-07-2022 00:20,Ahmedabad,466,ROBBERY,39,F,Firearm,Violent Crime,16,Yes,15-12-2022 12:00,149
7411,19-07-2022 12:00,07-18-2022 09:00,18-07-2022 21:44,Visakhapatnam,510,PUBLIC INTOXICATION,16,F,None,Other Crime,5,No,,
7412,19-07-2022 12:00,07-18-2022 15:00,18-07-2022 16:57,Chennai,238,VANDALISM,59,F,Blunt Object,Other Crime,5,No,,
7413,19-07-2022 17:00,07-18-2022 22:00,18-07-2022 23:18,Indore,321,TRAFFIC VIOLATION,51,M,Blunt Object,Traffic Fatality,13,No,,
7414,19-07-2022 18:00,07-19-2022 00:00,19-07-2022 18:29,Delhi,180,FIREARM OFFENSE,75,F,Firearm,Fire Accident,15,No,,
7415,19-07-2022 23:00,07-17-2022 21:00,18-07-2022 11:58,Ahmedabad,168,SEXUAL ASSAULT,22,F,Poison,Violent Crime,17,No,,
7416,19-07-2022 23:00,07-17-2022 09:00,17-07-2022 19:55,Mumbai,292,SEXUAL ASSAULT,76,F,Knife,Violent Crime,1,Yes,14-03-2023 23:00,238
7417,20-07-2022 02:00,07-19-2022 07:00,19-07-2022 14:00,Vasai,521,FRAUD,36,F,Firearm,Other Crime,17,Yes,15-08-2022 02:00,26
7418,20-07-2022 04:00,07-17-2022 11:00,17-07-2022 16:02,Pune,505,SHOPLIFTING,11,M,None,Other Crime,10,Yes,13-08-2022 04:00,24
7419,20-07-2022 06:00,07-18-2022 12:00,18-07-2022 12:45,Vasai,548,BURGLARY,73,F,Firearm,Other Crime,17,No,,
7420,20-07-2022 06:00,07-17-2022 23:00,18-07-2022 16:04,Pune,257,ASSAULT,66,M,Explosives,Violent Crime,9,No,,
7421,20-07-2022 10:00,07-18-2022 11:00,18-07-2022 20:12,Delhi,247,BURGLARY,35,M,Poison,Other Crime,1,No,,
7422,20-07-2022 13:00,07-18-2022 10:00,19-07-2022 07:30,Agra,110,COUNTERFEITING,10,F,Poison,Other Crime,8,Yes,28-08-2022 13:00,39
7423,20-07-2022 16:00,07-19-2022 23:00,20-07-2022 13:24,Chennai,514,ILLEGAL POSSESSION,72,M,Firearm,Other Crime,6,Yes,15-10-2022 16:00,87
7424,20-07-2022 17:00,07-18-2022 23:00,19-07-2022 19:58,Hyderabad,320,IDENTITY THEFT,72,F,Firearm,Violent Crime,15,No,,
7425,20-07-2022 18:00,07-18-2022 13:00,19-07-2022 06:30,Lucknow,268,ASSAULT,49,M,Blunt Object,Violent Crime,7,No,,
7426,20-07-2022 19:00,07-19-2022 21:00,20-07-2022 14:13,Bangalore,318,ILLEGAL POSSESSION,38,F,Knife,Other Crime,7,Yes,20-09-2022 19:00,62
7427,20-07-2022 22:00,07-19-2022 17:00,19-07-2022 19:54,Ahmedabad,305,PUBLIC INTOXICATION,33,F,Firearm,Other Crime,14,No,,
7428,20-07-2022 22:00,07-19-2022 02:00,19-07-2022 03:00,Nagpur,526,TRAFFIC VIOLATION,45,F,Knife,Traffic Fatality,2,No,,
7429,20-07-2022 22:00,07-20-2022 16:00,21-07-2022 09:50,Mumbai,273,SHOPLIFTING,53,F,Firearm,Other Crime,14,Yes,26-09-2022 22:00,68
7430,21-07-2022 01:00,07-20-2022 18:00,21-07-2022 02:57,Ahmedabad,496,ASSAULT,68,F,None,Violent Crime,4,No,,
7431,21-07-2022 06:00,07-19-2022 11:00,19-07-2022 16:36,Bhopal,525,ASSAULT,30,F,Poison,Violent Crime,1,No,,
7432,21-07-2022 09:00,07-19-2022 16:00,19-07-2022 16:05,Agra,152,EXTORTION,33,F,Firearm,Other Crime,16,No,,
7433,21-07-2022 09:00,07-19-2022 05:00,19-07-2022 15:00,Mumbai,147,HOMICIDE,12,F,Firearm,Other Crime,15,No,,
7434,21-07-2022 11:00,07-20-2022 21:00,20-07-2022 21:32,Chennai,310,HOMICIDE,60,F,None,Other Crime,16,No,,
7435,21-07-2022 11:00,07-20-2022 14:00,21-07-2022 04:38,Delhi,247,FRAUD,14,F,None,Other Crime,15,Yes,05-08-2022 11:00,15
7436,21-07-2022 11:00,07-18-2022 16:00,19-07-2022 15:57,Visakhapatnam,478,VEHICLE - STOLEN,48,F,Explosives,Violent Crime,8,Yes,20-08-2022 11:00,30
7437,21-07-2022 13:00,07-19-2022 08:00,20-07-2022 04:39,Mumbai,305,SHOPLIFTING,73,M,Firearm,Other Crime,19,Yes,03-08-2022 13:00,13
7438,21-07-2022 13:00,07-21-2022 05:00,21-07-2022 17:59,Pune,566,ASSAULT,26,F,Firearm,Violent Crime,8,No,,
7439,21-07-2022 15:00,07-20-2022 17:00,21-07-2022 06:25,Varanasi,246,ASSAULT,11,M,Firearm,Violent Crime,18,Yes,13-10-2022 15:00,84
7440,21-07-2022 17:00,07-20-2022 10:00,20-07-2022 10:54,Ghaziabad,381,VEHICLE - STOLEN,11,F,None,Violent Crime,9,No,,
7441,21-07-2022 20:00,07-20-2022 13:00,21-07-2022 01:43,Mumbai,255,CYBERCRIME,39,F,Poison,Other Crime,10,Yes,09-08-2022 20:00,19
7442,21-07-2022 23:00,07-19-2022 03:00,20-07-2022 01:40,Hyderabad,259,FIREARM OFFENSE,37,M,Firearm,Fire Accident,6,No,,
7443,22-07-2022 02:00,07-21-2022 10:00,22-07-2022 01:43,Indore,140,TRAFFIC VIOLATION,43,M,Knife,Traffic Fatality,1,No,,
7444,22-07-2022 02:00,07-19-2022 20:00,20-07-2022 00:28,Agra,270,DOMESTIC VIOLENCE,77,F,Blunt Object,Violent Crime,3,No,,
7445,22-07-2022 04:00,07-19-2022 14:00,20-07-2022 03:21,Chennai,224,SHOPLIFTING,51,F,Firearm,Other Crime,10,No,,
7446,22-07-2022 05:00,07-20-2022 09:00,21-07-2022 07:32,Agra,465,SHOPLIFTING,22,F,None,Other Crime,17,Yes,04-10-2022 05:00,74
7447,22-07-2022 05:00,07-20-2022 03:00,20-07-2022 20:51,Srinagar,369,CYBERCRIME,39,M,Poison,Other Crime,19,Yes,06-10-2022 05:00,76
7448,22-07-2022 05:00,07-21-2022 09:00,22-07-2022 00:28,Nagpur,109,COUNTERFEITING,69,F,None,Other Crime,16,Yes,17-09-2022 05:00,57
7449,22-07-2022 09:00,07-20-2022 07:00,20-07-2022 07:55,Delhi,448,BURGLARY,78,M,Knife,Other Crime,11,No,,
7450,22-07-2022 10:00,07-19-2022 18:00,20-07-2022 08:59,Nagpur,169,DOMESTIC VIOLENCE,71,F,Knife,Violent Crime,17,Yes,01-08-2022 10:00,10
7451,22-07-2022 10:00,07-20-2022 12:00,20-07-2022 19:25,Lucknow,485,IDENTITY THEFT,12,F,Explosives,Violent Crime,18,No,,
7452,22-07-2022 14:00,07-20-2022 23:00,21-07-2022 09:29,Delhi,156,EXTORTION,42,M,Blunt Object,Other Crime,11,Yes,12-09-2022 14:00,52
7453,22-07-2022 14:00,07-19-2022 19:00,20-07-2022 08:36,Mumbai,519,PUBLIC INTOXICATION,39,F,Firearm,Other Crime,19,Yes,08-08-2022 14:00,17
7454,22-07-2022 15:00,07-21-2022 20:00,22-07-2022 18:07,Kanpur,572,EXTORTION,43,M,Blunt Object,Other Crime,9,Yes,30-08-2022 15:00,39
7455,22-07-2022 17:00,07-22-2022 06:00,23-07-2022 00:50,Indore,514,DOMESTIC VIOLENCE,71,F,None,Violent Crime,3,Yes,27-09-2022 17:00,67
